stat, value, width, code, quant, switch
Sun,1221.60,7,F{W*9VA}RN,498,On
Hail, 480.25,6,K{D*3JT}XU,371,On
Rain,1180.27,19,H{N*2BI}UG,1452,On
Cloud,1131.86,10,W{O*8WS}CK,590,On
Rain, 149.17,5,D{C*3EH}NF,1713,On
Cloud,  55.77,5,X{D*9VP}ZK,1452,On
Rain,1005.05,7,C{Q*6CJ}AZ,1892,Off
Sun, 194.44,7,F{A*4CB}KR,1376,On
Fog, 393.67,6,W{P*3GQ}WU,1376,On
Rain, 578.23,6,F{K*4PG}NJ,2130,Off
Fog, 377.45,7,W{Z*0WN}XH,436,On
Fog, 124.45,6,B{H*2+B}MT,874,On
Snow,  47.51,7,V{Y*4BJ}MP,599,On
Sleet,1054.24,6,V{C*1NR}KC,14,Off
Rain, 690.51,6,I{I*8PA}HH,172,On
Shower, 421.15,7,S{R*1BF}OZ,1499,On
Sun,1107.61,5,K{K*9NJ}FU,1468,Off
Moon, 658.63,6,J{Q*5LI}aQ,2269,On
Breeze, 173.91,5,W{U*1ZV}FR,2094,On
Fog, 174.69,7,M{A*0NK}JT,153,Off
Breeze,  36.05,5,B{R*5NN}MN,754,On
Cloud, 810.19,24,T{P*0YF}WA,1999,On
Sun, 829.94,8,A{Z*9OV}DM,859,Off
Rain, 808.55,8,C{E*1FB}NP,253,On
Sleet, 914.61,7,Q{F*1CK}KR,1247,On
Rain,1067.88,20,E{E*0CY}ZB,279,Off
Cloud, 998.02,5,A{Z*1WA}BS,2086,On
Breeze, 297.92,5,S{K*9GP}AS,2042,On
Sleet, 116.82,8,O{Q*6UH}BD,754,On
Fog, 723.62,6,H{V*9JD}QP,912,Off
Sun, 955.15,7,W{Y*8SK}2H,618,On
Snow, 639.63,8,P{T*4WU}XR,2049,On
Cloud, 991.29,5,U{E*8FN}SJ,1659,On
Sleet, 786.37,6,W{N*1TY}XB,1549,On
Fog, 570.26,6,D{E*6XG}GK,1551,Off
Sun,1044.56,8,M{L*3PU}IZ,2284,On
Sun, 653.11,5,Y{G*0IL}XA,1416,On
Sun, 667.35,6,Q{Z*8KE}EL,1342,Off
Sun,1108.86,8,CO*8OR}LQ,1840,On
Sun, 611.36,19,N{R*3EU}LZ,568,Off
Rain, 578.86,6,D{T*0VK}(I,1198,On
Sun, 926.93,6,Q{F*2PP}OS,687,Off
Fog, 843.06,6,X{P*7DV}AQ,1683,On
Wind, 223.62,6,U{A*9VQlYZ,1947,On
Wind, 492.45,7,U{O*3qS}KA,613,On
Rain, 851.70,8,U{V*1ZV}GM,508,Off
Shower, 843.83,8,M{B*0GN}NX,1035,On
Breeze, 664.67,7,R{U*2TQ}SA,1669,On
Rain,  96.10,7,Q{A*8NT}IK,1664,On
Sun, 187.13,7,O{S*2JP}CG,174,Off
Breeze, 635.99,7,V{F*2HZ}FI,1993,On
Sleet,1155.68,8,I{R*7PK}ON,1621,On
Moon, 699.43,7,Z{K*2GV}ZD,2104,Off
Fog, 968.36,6,M{L*4EX}AJ,2060,On
Rain, 643.47,6,F{U*0NH}GK,2119,On
Fog, 739.69,5,M{J*2XKAL,1394,On
Snow, 172.31,5,W3K*6OR}YO,1610,On
Mist, 342.05,15,Y{E*2RG}FJ,666,On
Cloud, 838.79,9,F{V*9XK}JK,2002,On
Sun,1147.74,18,F{B*5FJ}DV,1796,On
Fog, 820.53,6,Q{R*9AG}NE,1997,On
Snow, 785.89,18,A{lZ*3ZD}MF,1117,On
Fog, 986.88,9,F{X*8LB}QN,1924,Off
Breeze, 982.35,8,D{V*LW}HB,177,Off
Wind, 178.67,5,3{G*8XV}LK,2252,On
Sleet, 889.53,7,U{0*9CO}SI,765,On
Shower,1029.13,17,K{D*4XN}QA,120,Off
Cloud,1153.11,8,C{X*5EJ}BY,1901,On
Cloud,1131.62,15,X{L*7VS}SI,1222,On
Shower, 769.74,7,R{V*8RH}KD,455,On
Snow,1136.02,6,M{I*4AA}XD,1955,On
Breeze, 943.07,7,N{X*8YO}TW,2250,On
Fog, 747.62,8,V{R18PI}CT,2176,On
Breeze,1189.32,6,I{L*3BO}HR,1422,On
Rain, 894.83,5,Y{G*8DA}VD,795,On
Moon, 539.82,8,W4U*3CV}PT,1652,On
Shower, 775.20,7,F{B*5YP}GG,1064,On
Rain, 116.49,6,H{C*7RU}XO,1252,On
Sky, 178.61,5,Y{Z*3IM}YA,331,On
Sleet, 821.59,8,L{J*3JY}EP,1678,On
Sky, 816.03,8,V{D*5BC}WQ,1235,On
Fog, 797.26,7,V{L*1ZR}DJ,1594,On
Fog, 890.53,5,W{C*2ZL}XN,2227,On
Rain, 820.11,6,X{S*7SB}QV,1041,On
Breeze, 903.82,8,Y{J*4QJ}OU,2116,On
Hail, 434.78,8,E{Q*5CSAP,1632,On
Rain,1052.69,6,X{P*1PV}AX,1278,On
Sun, 777.36,8,U{O*3RW}WI,1088,On
Breeze,1046.61,7,C{GF2AI}AN,2143,On
Cloud,1208.88,8,O{N*6FD}FQ,1145,On
Fog, 643.04,14,E{F*4XH}HN,2116,Off
Moon, 843.83,8,X{Z*3CM}ZP,1162,On
Cloud, 785.03,7,U{E*5WU}QF,2142,On
Snow,1028.42,5,Z{A*0PW}*K,2160,On
Sun,1030.56,21,N{W*6I}MH,1776,Off
Rain, 802.04,8,R{D*1VZ}JK,803,On
Snow, 108.99,6,H{M*7AX}U,775,Off
Wind, 768.16,7,G{F*5QY}DA,1494,Off
Cloud, 671.63,8,H{V*0CQ}LM,1280,On
Rain,1074.30,6,X{B*9I*}BK,99,Off
Breeze,1081.82,5,V{Q*5PE}FC,2211,On
Mist,1088.47,8,N{A*1VY}OS,1984,On
Cloud,1074.67,18,V{E*6YW}RX,640,Off
Rain,  45.02,5,L{F*1MW}EG,622,On
Sky,1039.18,6,V{D*3LT}CC,1902,Off
Rain, 234.03,7,Z{U*6WX}QV,559,On
Snow, 931.39,5,X{B*8BC}GU,996,On
Rain,1019.90,7,B{R*1GG}MC,1154,On
Shower, 203.26,19,S{X*2JW}eT,1547,On
Sleet, 710.58,12,D{Z*7AC}%O,267,On
Hail,  88.13,7,S{J*3HI}TY,1810,On
Fog, 356.57,6,B{Y*4OS}EH,1564,On
Fog, 532.87,5,I{B*2MF}BG,1466,Off
Rain, 350.60,5,P{J*2LG}DE,638,On
Breeze, 815.82,8,R{P*3ZO}WF,441,On
Wind,1196.47,7,L{C*1EC}CA,772,On
Breeze, 489.95,6,S{K*7TC}RE,1615,On
Wind,1149.44,7,L{I*7MU}HP,1092,On
Cloud, 319.68,7,C{B*8RF}IU,1975,On
Cloud,1208.75,5,K{W*7NZ}KO,700,On
Sun, 457.62,8,M{J*0RP}SA,2287,Off
Breeze, 655.70,8,OB{X*4VF}RZ,1282,Off
Snow, 474.22,6,L{U*2YN}YS,83,Off
Mist, 916.70,8,T{I*9QE}WD,2277,Off
Wind, 122.43,19,U{Q*3RK}HT,36,On
Fog, 467.12,8,A{D*7JW}MC,812,On
Moon, 930.22,5,G{g*8VZ}BO,2203,On
Hail, 697.08,7,U{T*0TS}KK,1238,On
Sleet, 312.05,6,L{X*6RB}WF,1210,On
Cloud, 869.16,6,J{K*3RT}VDJ,43,On
Fog,1083.89,8,J{G*2JZ}NC,586,On
Breeze, 994.36,5,T{N*5MTsWW,1793,Off
Moon, 875.47,5,G{JT1LI}FC,349,On
Moon, 697.01,6,E{K*2BB}OB,1575,On
Sleet, 778.69,24,Y{U*7CF}FU,2017,On
Fog, 984.13,6,F{S*9WT}TI,1707,On
Rain, 592.45,7,O{2*1EL}WD,1834,On
Snow,1115.73,7,Q{P*1GX}OD,519,On
Sleet, 317.68,7,C{E*5RT}ST,2194,On
Breeze, 280.74,7,N{G*8TI}ZT,1878,On
Sky, 383.47,6,Z{T*7BL}DU,137,On
Rain,1104.61,5,T{A*8BN}TE,384,On
Sky, 213.70,5,U{V*3JV}QA,2107,On
Sky, 515.75,11,B{Z*7GR}TZ,1119,Off
Breeze, 872.89,14,D{M*8FW}ES,591,On
Moon,1192.56,7,R{E*2SL}EY,1692,On
Fog, 302.20,6,T{G*8WT}UE,1955,On
Sleet, 547.79,7,N{N*5DA}PV,1655,On
Wind, 831.57,5,>{X*8VU}SU,1496,On
Fog, 992.15,12,O{X*3NN}ZD,1540,On
Rain, 312.50,19,U{N*8OS}UN,2010,On
Fog, 968.48,5,Y{U*2OD}BI,1739,Off
Wind, 803.20,5,L{P*6QJ}GY,2199,On
Cloud, 384.90,6,I{T*4YF}UR,2209,On
Sun,1171.45,6,F{E*4ZI}AP,2120,On
Sleet, 976.35,7,P{T*0HE}YC,1660,On
Rain, 816.29,8,B{G*5UR}PO,1310,On
Sleet,  76.19,8,D{Y*7RF}AA,1163,On
Breeze, 498.87,6,Q{V*9X3}YK,1752,On
Sun, 174.08,7,A{N*7EL}YW,177,On
Fog, 578.91,5,O{Z*5NG}CK,1379,On
Cloud, 861.47,17,V{I*6VI}YR,489,On
Sun, 697.73,8,R{C*1KTGAF,2222,On
Rain, 744.16,8,U{B*9QU}QM,1467,On
Fog, 856.56,8,G{B*0VI}RB,2146,On
Rain, 989.74,6,N{L*2PW}KF,560,On
Sleet, 750.84,6,K{T*XC}CK,1301,Off
Cloud, 420.97,6,D{Q*5AQ}VM,1929,On
Cloud,1052.39,20,E{M*8LX}A,2067,On
Shower, 701.60,5,E{T*7JW}AR,2152,Off
Rain,  10.07,7,U{F*1QI}BR,616,On
Cloud, 812.55,8,H{X*0LN}KV,1527,On
Fog,  23.90,8,Z{S*5PB}AB,1400,Off
Wind, 179.00,5,Q{V*4DQ}QF,1298,On
Hail, 833.35,7,N{U*8IX}CZ,1494,On
Wind,1124.23,5,Z{H*4FL}ON,2040,On
Sun, 969.41,5,M{N*6WA}MQ,1827,Off
Cloud, 709.11,7,V{G*7IO}MX,311,On
Rain, 390.05,5,P{V*0SY}TM,431,On
Shower, 716.44,5,BT*7EX}XK,618,Off
Cloud,1013.06,7,D{U*3EI}GK,1557,On
Breeze,1197.14,7,X{U*2BH}dIP,1511,On
Rain,1178.57,12,E{E*7OK}MC,423,On
Snow, 966.45,6,L{V*5RO}TE,1789,On
Snow, 667.01,6,A{S*5SU}SY,2145,On
Shower, 740.30,6,O{L*2JA}DW,2043,Off
Sun, 881.83,7,Z{X*5ZQ}WX,2177,On
Shower, 755.13,8,R{G*3LB}FY,2220,On
Shower,1043.93,7,L{W*0uQ}FA,1228,On
Sun, 735.81,12,L{S*2S}AS,664,On
Cloud, 300.82,8,A{W*4UU}RJ,1223,Off
Wind, 605.47,5,M{*8WB}JC,1685,On
Cloud, 863.30,8,H{P*3MB}GE,2299,On
Shower, 730.19,8,K{O*4SI}NT,1985,On
Fog, 798.65,5,Y1X*2LH}ZW,661,On
Fog, 800.68,7,B{I*4TG}PF,151,On
Cloud, 979.74,5,O{I*7AZ}DN,2198,On
Sun, 167.12,6,G{O*3UH}UA,1513,On
Rain,1052.24,6,T{X*0SA}YA,530,On
Sleet, 749.83,22,C{F6OR}PX,1721,Off
Breeze, 990.79,8,L{K*0TN}YG,1995,On
Breeze, 767.92,7,C{F*0SD}TM,1964,On
Mist, 532.87,5,N{P*7FO}XG,528,On
Rain, 485.22,11,D{A*2VU}NL,2191,Off
Breeze, 987.11,8,W{J*2PL}GR,1337,Off
Rain, 916.98,7,I{X*8FE}UW,2293,On
Mist, 294.27,5,C{U*7HL}ZL,186,Off
Snow,  12.91,8,N{O*8IT}SG,2208,On
Cloud, 992.50,8,Q{Kl3DM}AP,1534,On
Breeze, 668.48,6,X{Y*0KI}WL,2222,On
Fog, 920.39,7,G{A*8ZF}LO,635,Off
Cloud, 256.91,6,V{U*8XZ}XK,811,On
Shower, 961.01,6,V{Q*6RL}RE,185,On
Sun, 610.20,6,W{N*4LN}CJ,264,Off
Shower, 988.50,5,A{L*5OV}GJ,1452,On
Fog, 854.61,6,C{M6KR}DC,2239,On
Cloud, 116.84,7,J{G*1WO}II,597,On
Mist, 326.73,5,I{F*8UK}TQ,356,On
Sky, 338.18,7,C{S*0CO}HT,766,On
Fog, 728.55,7,V{M*9ZX}8R,1425,On
Sleet, 784.13,10,X{T*2RR}CV,2172,On
Fog, 707.75,7,K{G*8RE}NW,2140,On
Rain, 358.31,8,T{A*8BS}NT,1002,On
Breeze, 806.74,7,G{A*5TO}TS,1799,On
Rain, 132.96,10,S{I*3PK}WZ,1480,Off
Fog,  19.02,7,H{G*3EC}ZM,829,On
Rain,1149.14,8,M{Z*0JR}RE,841,On
Cloud,1024.02,6,N{M*9WP}GR,1709,On
Sun, 595.13,5,C{L*3KJ}NX,1602,On
Wind, 771.89,5,D{M*5UR5IU,2244,Off
Rain,1205.18,7,T9T*1EG}HI,1716,On
Rain, 614.44,5,S{I*0LG}HP,1536,On
Sky, 905.66,10,M{E*5DW}HC,2262,On
Sun,1080.25,7,V{M*2CE}SD,2296,On
Sun, 584.22,5,V{Y*1XI}YG,50,On
Sun, 651.72,7,N{E*3VA}PV,1962,Off
Breeze,1193.00,19,R{P*1ME}OT,1477,On
Sleet, 763.78,13,S{V*0ZH}YA,1435,On
Rain,1167.99,13,J{Q*2PI}TI,1361,Off
Fog, 861.07,8,C{Q*3GY}OT,700,Off
Shower,1097.50,8,T{U*9FK}RL,790,On
Fog, 828.61,5,Q{A*6TC}NY,2218,On
Rain, 899.11,7,E{H*3JN}UN,1759,Off
Rain, 503.32,6,X{K*3SJ}ZE,1483,On
Snow, 562.72,6,Q{R*9DK}YO,1854,On
Breeze, 972.43,8,O{Y*5WG}CK,1368,On
Wind, 987.35,7,Q{L*3YQ}GU,1581,On
Snow, 381.54,7,O{M*5IC}GR,2146,On
Rain,1155.79,5,G{B*4CW}ML,2017,On
Breeze, 169.26,5,{O*6VR}EU,300,On
Fog, 865.29,7,I{X*9PW}EH,1454,On
Snow, 476.04,8,D{H*66S}GK,1245,On
Rain, 822.36,5,KYA*6OJ}RQ,1434,On
Sleet, 769.02,13,X{A*2LZ}EK,1476,On
Rain, 901.78,8,ZU{W*2ZR}AS,882,On
Sky, 648.83,6,N{P*4OW}CD,2124,On
Cloud,1103.61,5,7{P*5JG}HQ,763,On
Shower, 256.67,6,I{Z*2EF}YS,2197,On
Moon,1146.61,8,E{Z*5YE}MZ,973,On
Sleet, 428.34,6,P{Q*4ME}PU,2046,On
Sleet, 651.69,7,C{F*9JM}HH,2073,On
Rain, 794.43,21,W{Y*8XX}LM,1878,On
Sun,  91.02,8,Y{B*5NC}DS,720,On
Snow, 589.49,8,W{G*6FP}AQ,1596,On
Rain, 546.03,7,N{N*2KU}J,582,On
Sleet,1057.32,18,H{S*8RZ}AL,242,On
Sleet,  74.06,6,H{U*9DX}VE,2133,On
Wind,1147.30,8,X{g*0FV}DF,1613,On
Cloud,  43.39,19,D{Z*8WY}II,817,On
Shower, 380.23,6,Q{K*0MZ}YP,2108,On
Mist, 791.81,7,I{P*8IT}OM,1510,On
Sleet,1048.16,7,U{Y*6XA}EN,1783,Off
Snow, 914.27,6,U{B*9DM}PV,1960,On
Fog, 872.72,5,V{K*6JS}AH,673,On
Cloud,1115.91,8,B{O*0UHmSL,1740,On
Sun,1177.62,7,U{N*1JN}SR,2161,On
Cloud, 928.62,23,I{F*4IN}QQ,944,Off
Breeze, 958.29,7,A{K*3KF}MC,1870,Off
Sleet, 802.18,8,I{O*8EC}AM,151,On
Breeze,1013.56,6,M{K*0PE}WE,907,On
Snow,1143.04,7,D{U*4UG}NY,2066,On
Cloud,1111.74,5,S{Z*4B}DS,2157,On
Wind, 166.60,6,E{X*1Uq}IB,1992,On
Fog,  68.65,16,V{A*6BY}KT,750,On
Cloud,1221.79,5,H{C*4ME}RF,1639,Off
Cloud, 237.61,7,T{K*5UW}TO,375,On
Snow, 756.34,6,O{Q*3WK}LA,91,On
Sky,1106.42,6,X{N*1OH}BJ,2239,On
Cloud,1025.39,5,D{U*8YK}TH,2109,On
Cloud, 733.29,7,O{Q*1HX}DT,2231,On
Snow, 212.32,7,C{C*5RG}TW,263,On
Sun,1022.34,8,X{H*3GY}BA,2046,On
Hail, 809.92,8,P{W*0EW}QT,116,Off
Rain, 838.67,5,K{E*8UT}JM,110,On
Sleet, 132.54,7,P{D*7ZL}RW,1248,On
Breeze,1212.47,7,H{K*0FC}QA,1377,On
Sun, 823.50,8,V{D*9LG}NY,1317,On
Wind, 699.79,14,S{O*8XL}QB,784,On
Cloud,1098.27,8,A{V*1JJ}IO,690,On
Breeze, 371.27,5,T{U*7CB}MF,1256,On
Cloud, 752.82,6,C{Z*4VW}OK,2127,On
Cloud,1085.13,7,G{I*8TH}OF,282,On
Cloud, 222.73,6,H{T*2TT}BM,1465,On
Fog, 375.55,5,N{T*dXT}JX,301,On
Hail, 588.08,16,K{S*6XN}KN,2017,On
Cloud, 781.23,8,M{W*2HR}FG,954,On
Snow, 439.64,5,{W*0LM}KR,1566,Off
Fog,1029.29,5,H{K*5HN}LB,764,On
Cloud, 862.72,5,G{J*9HK}LP,1397,On
Fog, 753.42,10,J{*6GP}XW,1483,On
Wind,  14.80,7,A{O*8MX}MO,1942,On
Cloud, 853.95,7,L{F*0VQ}DN,1390,On
Snow,1085.92,7,F{H*2BF}GW,970,On
Mist,1098.51,5,K{L*2IO}XW,2215,On
Wind, 467.96,5,E{M*3RK}MO,1986,On
Cloud, 818.99,19,G{D*9PX}OP,210,On
Cloud, 792.97,8,M{I*6AQ}BA,1982,On
Cloud,1108.28,5,L{W*0CJ}VN,1460,On
Fog,1216.43,21,N{S*6WM}WO,1528,On
Fog, 881.85,6,V{P*0YY}MD,925,On
Snow, 373.83,24,V{G*6CSCVW,1561,Off
Cloud, 762.92,8,S{Q*8CY}MZ,498,On
Wind,1068.96,5,R9S*5KF}ZK,2128,On
Sleet, 912.49,6,P{N*8HS}ZT,46,On
Fog,1029.72,20,V{F*1JF}KP,2298,On
Wind,  61.96,16,C{C*4JW}YH,1452,On
Shower,1111.22,23,S{E*2DB}HF,2006,On
Sleet,1141.46,6,{A*0CE}RW,2198,On
Breeze, 559.78,14,S{O*0O5}NN,955,On
Fog, 989.15,7,X{S*6AObMZ,728,On
Hail, 655.07,6,N{Q*8KH}AX,1359,On
Sun, 374.23,5,Y{Q*8[VO}XX,602,On
Sun,1125.70,6,E{S*1RF}IR,369,On
Sun, 646.53,8,N{P*3JG}XU,1658,On
Snow, 594.57,24,G{Y*9XC}QX,2219,On
Rain, 750.72,7,D{O*6YX}XR,1696,On
Rain,1158.32,7,S{S*5GK}UE,1494,On
Rain, 983.32,5,K{Nh8YZ}NK,1439,On
Wind,1114.05,5,T{G*6OS}VR,1845,On
Sleet,1121.08,7,D{M*9DP}RD,787,On
Sky, 338.66,7,T{V*1VJ}ZQ,1149,On
Hail,1061.00,13,W{V*0UU}RK,2242,On
Sun, 948.27,8,C{U*ZZ}OW,1757,On
Snow, 845.28,5,Q{Y*7KB}UB,2247,On
Fog, 216.37,7,B{G*8TT}UX,23,On
Rain, 706.14,6,N{R*6PL}BM,2081,On
Mist,  33.08,8,A{V*8ST}JD,1796,On
Wind,1179.70,19,P{K*3WB}VC,1465,On
Fog,  52.28,7,Z{F*6OM}ZM,591,On
Sky, 137.94,8,X{kS*4DM}NI,2116,On
Cloud, 790.87,5,o{V*5CH}ML,2001,On
Cloud, 552.71,6,W{K*1PF}TV,1778,On
Snow, 750.63,8,W{F*7IL}VV,2227,On
Cloud, 824.43,6,S{P*2QP}UY,996,On
Shower, 477.61,8,T{N*3TA}XT,208,On
Rain, 527.32,5,K{I*0JH}BE,761,On
Sun, 519.24,5,T{N*8DK}RQ,2120,On
Fog, 794.90,24,B{}*5WG}LN,2015,On
Rain, 901.06,6,K{D*2RO}HW,1369,On
Shower, 939.46,20,V{E*0FV}RJ,361,On
Snow,1057.37,7,D{T*6SW}HN,2219,On
Fog,1109.64,7,H{Q*4IF}UI,345,On
Hail, 636.64,7,I{J*6OT}OH,564,On
Sun, 837.97,8,EK{B*7MR}YA,161,On
Rain, 966.93,11,P{B*5IN}GQ,466,On
Breeze, 738.48,7,J{V*0JK}YE,1953,On
Shower,1193.93,10,G{Q*5BS}OC,1941,Off
Breeze,1185.85,21,T{N*0GS}BS,1864,On
Breeze, 246.38,5,H{B*6PT}CR,571,On
Cloud,  12.50,11,C{V*0FO}EU,834,On
Shower, 840.77,8,Z{H*9WE}MF,1907,Off
Cloud, 576.89,6,E8{Y*5PL}HR,337,On
Fog, 102.12,5,R{Y*3GP}QI,1869,Off
Cloud,1044.37,5,H{B*9XP}GB,1176,Off
Wind, 617.79,12,V{R*5SE}WK,2131,On
Fog, 267.71,6,I{R*8QM}SW,1234,Off
Rain, 109.85,6,L{Z*3EX}XW,2258,On
Rain, 734.26,12,K{X*8VO}FU,2046,On
Sleet,1028.52,8,5{U*1OB}SU,938,Off
Fog, 124.46,8,A{L*7DM}RM,248,On
Hail, 536.13,22,E{F#*4HH}OP,1583,On
Fog, 294.28,8,C{P*3EO}RG,1737,On
Snow, 161.13,8,H{Y*8LT}NA,1510,On
Sleet,1077.38,18,W{R*0QY}GR,2239,On
Wind,1094.84,23,H{X*6JI}IF,412,On
Breeze, 804.05,8,S{O*1OB}HK,268,On
Rain,1002.75,9,S{O*6XN}EP,1608,On
Wind, 628.21,8,T{G*0DG}PT,1614,On
Sleet, 209.21,6,Q{X*1IK}ON,686,On
Fog,  91.69,6,U{W*6DP}QM,1549,On
Sleet, 494.14,8,J{Y*0PL}KF,674,On
Fog, 786.53,5,C{W*1XR}RF,2254,On
Shower, 855.67,21,R{O*0EG}KR,1923,On
Fog, 561.98,8,C{W*8DZ}VK,1462,On
Rain, 980.21,5,O{G*4LS}TH,1700,On
Hail, 796.38,5,G{*3LH}EW,2291,Off
Wind,1078.82,15,M{E*5SC}UZ,1620,Off
Shower, 902.97,22,Q{S*8CI}DO,1456,On
Fog, 764.51,5,Q{Z*7LD}XS,1450,On
Fog, 157.06,16,QxN*8AF}WT,127,On
Sun, 628.59,5,N{T*2TL}MP,1765,On
Sleet, 585.08,8,M{U*5GG}LQ,1659,On
Sleet, 799.00,6,U{C*7IK}DC,1825,On
Fog,1149.13,6,E{N*0TS}oW,2045,On
Shower, 620.35,6,S{Q*9RW}VA,1654,On
Rain, 729.25,21,U{J*3YL}TU,1798,On
Breeze, 822.34,20,L{I*6XT}VP,2064,On
Cloud, 864.99,5,D{U*4ZU}WF,513,On
Wind, 891.21,16,C{O*9MG}VQ,1706,On
Shower,1039.65,6,I{F*5SY7TW,1106,On
Hail, 557.90,7,F{O*4IV}DX,801,On
Rain, 655.35,6,L{I*2LH}ND,596,Off
Moon, 165.17,5,X{W*8AH}GT,2134,On
Rain,1215.69,11,W{F*7UG}KY,1530,On
Wind, 729.72,8,J{C*8SL}WE,331,On
Fog,1170.23,8,S{Z*4ZH}CY,1053,On
Fog, 597.11,6,I{8I*5ZA}QO,1294,On
Snow, 205.77,5,I{H*4IH}TB,1255,On
Fog, 593.18,8,Y{J*7SH}CG,362,On
Cloud, 820.04,8,W{U*0HF}CV,1871,On
Sky, 187.70,7,K{L*4HA}CJ,1292,On
Breeze, 994.66,5,G{L*0YL}VQ,2026,On
Breeze, 697.58,5,G{Y*3HA}WX,126,On
Snow, 881.65,21,X{O*6NW}FU,769,On
Snow,  16.39,5,G1G*5QP}OR,1965,On
Fog, 896.25,8,{Y*3AD}NI,1025,On
Cloud, 186.50,8,N{I*7CR}VZ,1451,On
Rain, 938.35,6,A{N*0XK}RD,965,On
Fog, 882.09,5,W{M*7BK}RI,2128,On
Shower,1211.60,8,N{F*2KL}KB,1472,Off
Rain, 740.60,8,L{Y*3KJ}CP,211,On
Rain,1140.52,5,I{B*6JB}PE,1613,On
Snow, 969.80,16,W{X*0KM}KU,1938,On
Fog, 488.90,7,U{Z*57GQ}LV,1922,On
Fog,   9.23,5,Z{W*0WU}WC,2003,Off
Cloud,  36.07,8,E{Z*7RZ}XE,983,Off
Hail, 515.97,7,L{I*0CS}EE,1376,On
Fog, 268.31,20,S{1*3KU}UI,1545,On
Cloud, 172.84,17,Q{F*2KT}WB,1976,On
Wind, 564.10,7,Y{D*2FK}RS,814,On
Cloud,1216.73,12,X{N*9PJ}NL,1997,On
Rain, 108.96,8,V{D*1TT}DJ,2005,On
Wind, 439.83,8,B{V*2NQ}ZV,114,Off
Sun, 733.46,6,S{Z*6JK}SS,1973,On
Fog,1057.80,5,Q{X*0PH}TI,1620,On
Snow, 319.54,8,A{S*0EE+}SX,569,On
Cloud, 313.05,5,S{E*2YU}UG,1987,On
Shower, 777.60,8,K{T*8OP}KB,1093,On
Cloud,1014.89,6,G{R*8AF}NL,1619,On
Moon, 980.22,6,O{A*5KI}KL,1658,On
Sky, 392.44,6,Y{C*1GF}UL,1268,On
Fog, 860.41,6,F{S*3NS}PU,1629,On
Fog, 240.28,7,M{T*3JQ}QG,2011,On
Hail,  23.14,6,A{Z*4KA}BK,702,On
Snow, 815.59,7,F{E*4VR}NE,1464,On
Sleet, 778.86,7,A{I*9FM}ZY,2242,On
Fog, 695.14,16,Y{O*9WI}UM,1278,Off
Cloud,1164.36,14,W{F*9OG}HR,1717,On
Breeze,1173.65,8,I{P*4IB}OB,240,On
Sleet, 200.40,22,N{C*9OW}AV,2115,On
Shower, 517.73,5,J{J*4BP}FU,539,Off
Breeze, 250.64,5,K{C*7SF}KA,689,On
Cloud,1068.88,8,P{R*4EF}CW,1798,Off
Cloud, 826.16,8,VX*4OM}KC,2236,On
Rain,  75.47,14,N{O*8YE}ZQ,1713,On
Hail, 764.40,6,I{G*3XC}UQ,1746,On
Sun, 745.71,7,A{F*4IN}SC,59,On
Sleet,1090.65,8,S{A*1FN}WM,538,On
Rain,1004.40,8,Z{V*7A}TY,622,On
Sun,1043.30,7,X{W*8BQ}PY,61,On
Breeze,  48.20,7,J{R*7QW}HT,1752,On
Cloud,1200.71,23,Y{I*6HZ}RP,1503,Off
Sleet, 674.88,8,K{Y*8RI}AU,1787,On
Cloud,1025.02,8,Q{T*4ED}FU,1438,On
Fog, 723.27,7,V{T*1YH}EC,1311,On
Sleet,1178.29,8,C{C*1UO}]F,868,On
Snow,1003.25,8,A{Po3WX}ID,1382,On
Hail,1114.51,5,A{T*6QJ}PM,2082,Off
Snow,1161.47,5,B{I*9JY}KZ,1809,Off
Breeze, 825.73,6,L{X*2VR}YG,1472,On
Rain,1152.06,8,D{S*8JD}NL,1659,On
Sun,  50.87,5,Z{O*3TY}BC,1706,Off
Fog, 276.82,22,R{U*0EO}FT,30,Off
Fog, 721.24,11,D{R*5RZ}RJ,1613,On
Sleet, 947.09,5,F{S*2KS}LV,361,On
Wind, 486.20,8,X{E*4FI}SL,593,On
Mist,1140.37,8,M{C*8BY}LG,411,Off
Shower,1085.96,5,P{U*3FH}pQ,1328,On
Fog,1136.38,8,R{I*7HO}EE,1740,On
Moon, 570.18,15,XcV*6CH}UQ,1470,Off
Cloud, 191.63,8,C{I*0YT}LK,410,On
Cloud, 392.97,22,S{Q*8JZ}VN,2024,On
Hail, 685.19,8,Z{F*7OH}JF,1722,On
Fog, 744.47,5,V{G*5TMT}SR,1468,On
Snow, 196.82,5,L{V*0TO}RT,785,On
Hail,1041.36,8,R{K*3RV}%U,1978,On
Sun, 683.14,6,M{V*1JH}MK,1509,On
Breeze, 842.92,6,W{U*4ZP}MA,1591,On
Sleet, 721.96,22,G{J*0LI}SY,2155,On
Cloud,1099.36,7,E{G*9WH}YB,1349,Off
Rain, 618.58,10,J{D*QEM}OM,2241,On
Shower, 745.01,12,L{B*1MR}DA,2183,On
Sun, 808.31,6,U{I*2PN}YO,1113,On
Fog, 753.64,5,D{O*2LL}ZS,1713,Off
Rain, 630.07,6,C{Q*7TD}WI,697,On
Shower, 818.62,6,K{E*8OL}XN,1158,On
